,GOOGL,AAPL,AMZN,BA,C,INTC,JPM,MSFT,NVDA,WFC
2013-09-24,0.9871436965567718,1.0355710531622144,1.006633363345888,0.9996640288465556,0.942444483593428,0.9912170774393976,0.953934025372112,0.9646251961090968,0.9855617387752756,0.971368758077608
2013-09-27,0.9882165992142042,0.9870165903044796,1.005984774606136,0.9978150018321248,0.9985699195363006,0.9696202376781976,1.038155729022121,1.0252696879900804,0.9923566900633816,0.9966449459229352
2013-10-02,1.0132361175300482,1.0141068693673634,1.0142400195557406,0.9924203423295618,0.9963185286443682,0.9960834925265286,1.004474707976488,1.0195371533329598,0.9974326066379317,0.992065862751254
2013-10-07,0.974943470939855,0.9963026270486408,0.9673021599559248,0.990241173191064,0.9891189579542948,0.9973786910895402,0.9950088674008954,0.9817215279841894,1.0032174818531112,0.9844879679393777
2013-10-10,1.002887674141144,1.0038751962731591,0.9843240958304408,1.0189391484822976,1.0226241036928003,1.011826495145652,1.0133125951884954,1.0138140273619574,0.987171185517246,1.02018718410826
2013-10-15,1.0158596480964923,1.01846237844033,1.0040305138278558,0.9939444196204876,0.991678017959732,1.0125542397624443,0.9960015013270024,1.0216229278746871,1.0012995862032978,1.0024131746353
2013-10-18,1.1467103423065268,1.02047464681585,1.073531403773761,1.0367236720260573,1.04686878186525,1.0209490927516425,1.0380423366886649,1.0136272556335229,1.0259569998541214,1.0274436072033637
2013-10-23,1.0197744804679925,1.031578105846613,0.9934027647710932,1.0530525074364097,0.98123183858572,0.9941372534671122,0.9714549799273562,0.9656752241520772,0.9803919771952816,1.0018741902321366
2013-10-28,0.9840897265053008,1.0093718957026545,1.0960950951905697,1.006665675980276,0.9992030524003804,1.026116302381131,0.9986730768814492,1.0536138272195388,0.981290832686744,1.0016371193034224
2013-10-31,1.0153496583207884,0.9864497655078066,1.0163892661053686,1.0047736114658834,0.9728768615826002,1.0045159271104942,0.9783601297198112,0.995501798574548,0.9986847001629358,0.996731545229351
2013-11-05,0.9912088148626482,1.0052611196032335,0.9858802862212334,1.0235252917705586,0.9918001597015828,0.991211138968595,1.0079547974398186,1.0347358403047036,0.9743254445537672,0.9985943924890858
2013-11-08,0.9946256845849702,0.9964782135729257,0.9760929056133204,1.0030428639691904,1.032244248437998,1.002497170190431,1.038690799998841,1.0311134419038386,1.0513513381238455,1.0089766724894704
2013-11-13,1.0161806269894145,1.0001340891929762,1.0168708700245646,0.9976026508462577,1.0010014989801987,1.0211705185926367,1.0033358367418548,1.010058405296116,1.0379174222405452,1.001170741150048
2013-11-18,0.9991090141158956,0.9961587831654108,1.0279602025852386,1.0389728845373565,1.016002928656297,1.0,1.0295532439160966,0.9748427859021596,0.9770898016010592,1.0152013461752367
2013-11-21,1.0024428673952284,1.0048396214420388,1.0074826112914328,0.9607543331360592,1.0185079182984624,1.025610027813913,1.0265517371097657,1.0130010415524104,0.9767442796864726,1.015433949995178
2013-11-26,1.0235380492775543,1.023525222638467,1.0337472298670587,1.0139174066970738,1.0247434014036567,0.9373761484211196,0.9991259546038818,0.9986628765810628,1.0202222065754718,1.0052179481496415
2013-12-02,0.9962868553653664,1.0334272265085054,1.0286597916695424,0.9953997502273068,0.9926430031887012,1.0021141213414986,0.9966765208380636,1.029451265163259,1.0070327966318866,0.997066425946133
2013-12-05,1.002712267837918,1.030241220241586,0.9800918113919522,0.9893410577406948,0.97035362021841,1.0236287688794337,0.9796420319802008,0.9882962424825448,0.9968258253303536,0.9789496849259268
2013-12-10,1.0258384643276643,0.9958621201678288,1.0085567519166996,1.0073080838586532,1.0133180408869344,1.023083126574479,1.0157649687239017,1.0028952852672854,0.9910826575367918,1.019884422885012
2013-12-13,0.9779930231172274,0.9803376027986412,0.9908711100967792,1.0009722557910046,0.985117714438132,0.9786462154671582,0.9906524911922,0.9627392342200936,0.9652953040686808,0.9913850333739754
2013-12-18,1.0225869836618835,0.993398713212212,1.030501792929566,1.0124039977849668,1.01942302402004,1.035405446814747,1.019049569167049,0.9970019017787224,1.0199732825631909,1.027440838930185
2013-12-23,1.0279787665925222,1.035077935513906,1.0175775112058416,1.006716205703178,1.0086605672355002,1.0067596522098106,1.0174702669059992,1.0010934277503487,1.030026202501778,1.0062323032282652
2013-12-27,1.0029593299978103,0.9824589107641144,0.9879876610278095,1.003665771531589,0.9971379633333892,1.0110584873426922,0.9982831485122432,1.0182962219349478,0.9987330322395958,1.0064145655985213
2014-01-02,0.9952790428735462,0.9875736660940166,0.999723729587325,0.9983198374336596,1.0001914269737326,1.0074219021606163,1.007752286071854,0.9965134695736172,1.0063448799749846,0.9894503114111992
2014-01-07,1.0231241762153531,0.9763344284148616,1.0001507781658263,1.0280970609948932,1.0365408541024357,0.9922448186826076,1.001889500621728,0.9798172979029962,1.017654689619822,1.008440832037873
2014-01-10,0.9923783454011376,0.986853129140916,0.9990703574561836,1.0098923650204548,1.009967031158003,0.9976554621907696,1.0029150239871223,0.9898378797284816,0.974597093022664,1.0118940654856212
2014-01-15,1.0163159966548363,1.0458213656797477,0.995498741512476,0.9909795036930996,1.0049341513538677,1.044652913382884,1.01709680581744,1.0199776756186048,1.0178002743188832,1.0100133705216927
2014-01-21,1.0131288122687063,0.9851259566279198,1.0282415939492142,1.0074673353672228,0.9428984905281972,0.9595053388007612,0.977811418553904,0.9839500411666596,1.0024987169316315,1.0021552729302972
2014-01-24,0.9657385747647288,0.9945364504506916,0.9522170882685576,0.9645652918532724,0.9513980258060116,0.9695197055135424,0.9470519159888936,1.0176945453924762,0.9694703774099598,0.978063924512266
2014-01-29,0.9849531890378486,0.9170066827082188,0.9912280658588418,0.9497256664974744,0.9746610606997372,0.994759810791219,1.0079867026506808,0.9959244598812932,0.9935731593299254,1.002419117612241
2014-02-03,1.0239493812560525,1.0015577484907765,0.9009631267095146,0.9483741344479896,0.9640104895331332,0.9704216240483828,0.97802981903545,0.9950902489156164,1.0019406871461565,0.9745552582385456
2014-02-06,1.023406838420973,1.0280103421184967,1.0243824328873945,0.9966685891319405,1.0412170962100642,1.0112217853012573,1.0399558921434924,0.9917765609484366,1.0096837433156476,1.014677321192042
2014-02-11,1.0260526259562404,1.04575499866398,1.020305175784402,1.0610584300489618,1.029223025355947,1.020008565432043,1.016820299174834,1.027362980955188,1.0390020596942002,1.02657437953073
2014-02-14,1.01060341381336,1.0149820635106643,0.9877276808741526,1.0056402934261135,0.9971808018704196,1.0118511693717898,1.012537362748857,1.0121063605731062,1.1021539988418565,1.0034805909979276
2014-02-20,1.0010890911542267,0.9763968931439554,0.9788722245635968,0.995390166689172,0.9719305962229928,0.9991919499955052,0.990197448555759,1.0109803445323111,1.048576314292072,0.9891609220895892
2014-02-25,1.0131964784234029,0.9828859363681364,1.0243568096436595,0.9785426112276796,1.00560972024633,0.9951498329860448,0.9904480536460776,0.9944367979374814,1.002375745962359,1.0098619972139429
